Match ID,Runs,Mins,Ball Faced,4s,6s,Strike Rate,Batting Position,Dismissal,Inns,Ground,Start Date,Match_Format,Opposition,Result
 Test #2411 ,0,6,5,0,0,0,4,bowled,1,Chennai,13-Feb-21,Test,England,Win
Test #2411 ,62,200,149,7,0,41.61,4,lbw,3,Chennai,13-Feb-21,Test,England,Win
Test #2412 ,27,85,58,3,0,46.55,4,bowled,2,Ahmedabad,24-Feb-21,Test,England,Win
Test #2412,,0,0,0,0,0,0,Did Not Bat,0,Ahmedabad,24-Feb-21,Test,England,Win
 Test #2414 ,0,13,8,0,0,0,4,caught,2,Ahmedabad,04-Mar-21,Test,England,Win
T20I # 1131,0,6,5,0,0,0,3,caught,1,Ahmedabad,12-Mar-21,T20I,England,Lost
 T20I # 1132,73,85,49,5,3,148.97,3,not out,2,Ahmedabad,14-Mar-21,T20I,England,Win
 T20I # 1133,77,80,46,8,4,167.39,4,not out,1,Ahmedabad,16-Mar-21,T20I,England,Lost
 T20I # 1135,1,3,5,0,0,20,4,stumped,1,Ahmedabad,18-Mar-21,T20I,England,Win
 T20I # 1138,80,103,52,7,2,153.84,2,not out,1,Ahmedabad,20-Mar-21,T20I,England,Win
 ODI # 4281,56,65,60,6,0,93.33,3,caught,1,Pune,23-Mar-21,ODI,England,Win
 ODI # 4283,66,110,79,3,1,83.54,3,caught,1,Pune,26-Mar-21,ODI,England,Lost
 ODI # 4284 ,7,14,10,1,0,70,3,bowled,1,Pune,28-Mar-21,ODI,England,Win
Test #2425 ,44,196,132,1,0,33.33,4,lbw,1,Southampton,18-Jun-21,Test,New Zealand,Lost
Test #2425 ,13,43,29,0,0,44.82,4,caught,3,Southampton,18-Jun-21,Test,New Zealand,Lost
Test #2428 ,0,2,1,0,0,0,4,caught,2,Nottingham,04-Aug-21,Test,England,Drawn Match
Test #2428 ,,0,0,0,0,0,0,Did Not Bat,0,Nottingham,04-Aug-21,Test,England,Drawn Match
Test #2429 ,42,152,103,3,0,40.77,4,caught,1,Lord's,12-Aug-21,Test,England,Win
Test #2429 ,20,54,31,4,0,64.51,4,caught,3,Lord's,12-Aug-21,Test,England,Win
Test #2432 ,7,31,17,1,0,41.17,4,caught,1,Leeds,25-Aug-21,Test,England,Lost
Test #2432 ,55,173,125,8,0,44,4,caught,3,Leeds,25-Aug-21,Test,England,Lost
Test #2433 ,50,133,96,8,0,52.08,4,caught,1,The Oval,02-Sep-21,Test,England,Win
Test #2433 ,44,151,96,7,0,45.83,4,caught,3,The Oval,02-Sep-21,Test,England,Win
T20I # 1361,57,94,49,5,1,116.32,3,caught,1,Dubai (DICS),24-Oct-21,T20I,Pakistan,Lost
 T20I # 1381,9,20,17,0,0,52.94,4,caught,1,Dubai (DICS),31-Oct-21,T20I,New Zealand,Lost
 T20I # 1390,,0,0,0,0,0,0,Did Not Bat,0,Abu Dhabi,03-Nov-21,T20I,Afghanistan,Win
 T20I # 1396,2,7,2,0,0,100,3,not out,2,Dubai (DICS),05-Nov-21,T20I,Scotland,Win
 T20I # 1410,,0,0,0,0,0,0,Did Not Bat,0,Dubai (DICS),08-Nov-21,T20I,Namibia,Win
 Test #2438 ,0,8,4,0,0,0,4,lbw,1,Wankhede,03-Dec-21,Test,New Zealand,Win
Test #2438 ,36,111,84,1,1,42.85,4,bowled,3,Wankhede,03-Dec-21,Test,New Zealand,Win
Test #2443 ,35,108,94,4,0,37.23,4,caught,1,Centurion,26-Dec-21,Test,South Africa,Win
Test #2443,18,41,32,4,0,56.25,5,caught,3,Centurion,26-Dec-21,Test,South Africa,Win
Test #2448 ,79,273,201,12,1,39.3,4,caught,1,Cape Town,11-Jan-22,Test,South Africa,Lost
Test # 2448,29,193,143,4,0,20.27,4,caught,3,Cape Town,11-Jan-22,Test,South Africa,Lost
 ODI # 4344 ,51,79,63,3,0,80.95,3,caught,2,Paarl,19-Jan-22,ODI,South Africa,Lost
ODI # 4346 ,0,4,5,0,0,0,3,caught,1,Paarl,21-Jan-22,ODI,South Africa,Lost
ODI # 4349,65,112,84,5,0,77.38,3,caught,2,Cape Town,23-Jan-22,ODI,South Africa,Lost
 ODI # 4353 ,8,6,4,2,0,200,3,caught,2,Ahmedabad,06-Feb-22,ODI,West Indies,Win
ODI # 4355,18,42,30,3,0,60,3,caught,1,Ahmedabad,09-Feb-22,ODI,West Indies,Win
 ODI # 4356,0,2,2,0,0,0,3,caught,1,Ahmedabad,11-Feb-22,ODI,West Indies,Win
 T20I # 1467,17,25,13,1,0,130.76,3,caught,2,Eden Gardens,16-Feb-22,T20I,West Indies,Win
 T20I # 1473,52,57,41,7,1,126.82,3,bowled,1,Eden Gardens,18-Feb-22,T20I,West Indies,Win
 Test #2452 ,45,106,76,5,0,59.21,4,bowled,1,Mohali,04-Mar-22,Test,Sri Lanka,Win
Test #2456 ,23,63,48,2,0,47.91,4,lbw,1,Bengaluru,12-Mar-22,Test,Sri Lanka,Win
Test #2456 ,13,27,16,1,0,81.25,4,lbw,3,Bengaluru,12-Mar-22,Test,Sri Lanka,Win
Test #2470 ,11,33,19,2,0,57.89,4,bowled,1,Birmingham,01-Jul-22,Test,England,Lost
Test #2470 ,20,64,40,4,0,50,4,caught,3,Birmingham,01-Jul-22,Test,England,Lost
T20I # 1628,1,8,3,0,0,33.33,3,caught,1,Birmingham,09-Jul-22,T20I,England,Win
 T20I # 1631,11,8,6,1,1,183.33,3,caught,2,Nottingham,10-Jul-22,T20I,England,Lost
 ODI # 4428 ,16,39,25,3,0,64,3,caught,2,Lord's,14-Jul-22,ODI,England,Lost
ODI # 4433 ,17,27,22,3,0,77.27,3,caught,2,Manchester,17-Jul-22,ODI,England,Win
T20I # 1750 ,35,47,34,3,1,102.94,3,caught,2,Dubai (DICS),28-Aug-22,T20I,Pakistan,Win
T20I # 1754 ,59,74,44,1,3,134.09,3,not out,1,Dubai (DICS),31-Aug-22,T20I,Hong Kong,Win
T20I # 1758 ,60,77,44,4,1,136.36,3,run out,1,Dubai (DICS),04-Sep-22,T20I,Pakistan,Lost
T20I # 1759 ,0,6,4,0,0,0,3,bowled,1,Dubai (DICS),06-Sep-22,T20I,Sri Lanka,Lost
T20I # 1761 ,122,90,61,12,6,200,2,not out,1,Dubai (DICS),08-Sep-22,T20I,Afghanistan,Win
T20I # 1788 ,2,12,7,0,0,28.57,3,caught,1,Mohali,20-Sep-22,T20I,Australia,Lost
T20I # 1794 ,11,-,6,2,0,183.33,3,bowled,2,Nagpur,23-Sep-22,T20I,Australia,Win
T20I # 1796 ,63,89,48,3,4,131.25,3,caught,2,Hyderabad,25-Sep-22,T20I,Australia,Win
T201 # 1800,3,19,9,0,0,33.33,3,caught,2,Thiruvananthapuram,28-Sep-22,T20I,South Africa,NULL
 T20I # 1803,49,56,28,7,1,175,3,not out,1,Guwahati,02-Oct-22,T20I,South Africa,Win
 T20I # 1842,82,98,53,6,4,154.71,3,not out,2,Melbourne,23-Oct-22,T20I,Pakistan,Win
 T20I # 1848,62,79,44,3,2,140.9,3,not out,1,Sydney,27-Oct-22,T20I,Netherlands,Win
 T20I # 1853,12,13,11,2,0,109.09,3,caught,1,Perth,30-Oct-22,T20I,South Africa,Lost
 T20I # 1860,64,84,44,8,1,145.45,3,not out,1,Adelaide,02-Nov-22,T20I,Bangladesh,Win
 T20I # 1873,26,36,25,2,0,104,3,caught,1,Melbourne,06-Nov-22,T20I,Zimbabwe,Win
 T20I # 1878,50,75,40,4,1,125,3,caught,1,Adelaide,10-Nov-22,T20I,England,Lost
 ODI # 4493 ,9,22,15,1,0,60,3,caught,1,Mirpur,04-Dec-22,ODI,Bangladesh,Lost
ODI # 4496 ,5,9,6,1,0,83.33,1,bowled,2,Mirpur,07-Dec-22,ODI,Bangladesh,Lost
ODI # 4499 ,113,174,91,11,2,124.17,3,caught,1,Chattogram,10-Dec-22,ODI,Bangladesh,Win
Test #2481 ,1,8,5,0,0,20,4,lbw,1,Chattogram,14-Dec-22,Test,Bangladesh,Win
Test #2481 ,19,40,29,0,0,65.51,4,not out,3,Chattogram,14-Dec-22,Test,Bangladesh,Win
Test # 2484,24,91,73,3,0,32.87,4,caught,2,Mirpur,22-Dec-22,Test,Bangladesh,Win
 Test #2484,1,20,22,0,0,4.54,5,caught,4,Mirpur,22-Dec-22,Test,Bangladesh,Win
ODI # 4501 ,113,117,87,12,1,129.88,3,caught,1,Guwahati,10-Jan-23,ODI,Sri Lanka,Win
ODI # 4503 ,4,27,9,1,0,44.44,3,bowled,2,Eden Gardens,12-Jan-23,ODI,Sri Lanka,Win
ODI # 4505,166,173,110,13,8,150.9,3,not out,1,Thiruvananthapuram,15-Jan-23,ODI,Sri Lanka,Win
 ODI # 4507 ,8,16,10,1,0,80,3,bowled,1,Hyderabad,18-Jan-23,ODI,New Zealand,Win
ODI # 4509,11,19,9,2,0,122.22,3,stumped,2,Raipur,21-Jan-23,ODI,New Zealand,Win
 ODI # 4511 ,36,44,27,3,1,133.33,3,caught,1,Indore,24-Jan-23,ODI,New Zealand,Win
Test #2490,12,27,26,2,0,46.15,5,caught,2,Nagpur,09-Feb-23,Test,Australia,Win
Test #2493 ,44,127,84,4,0,52.38,4,lbw,2,Delhi,17-Feb-23,Test,Australia,Win
Test # 2493,20,47,31,3,0,64.51,4,stumped,4,Delhi,17-Feb-23,Test,Australia,Win
 Test #2496,22,64,52,2,0,42.3,4,lbw,1,Indore,01-Mar-23,Test,Australia,Lost
 Test #2496,13,35,26,2,0,50,4,lbw,3,Indore,01-Mar-23,Test,Australia,Lost
 Test # 2499,186,517,364,15,0,51.09,4,caught,2,Ahmedabad,09-Mar-23,Test,Australia,Drawn Match
 ODI # 4538,4,15,9,1,0,44.44,3,lbw,2,Wankhede,17-Mar-23,ODI,Australia,Win
 ODI # 4541,31,79,35,4,0,88.57,3,lbw,1,Visakhapatnam,19-Mar-23,ODI,Australia,Lost
 ODI # 4545,54,118,72,2,1,75,3,caught,2,Chennai,22-Mar-23,ODI,Australia,Lost
 Test #2505 ,14,56,31,2,0,45.16,4,caught,2,The Oval,07-Jun-23,Test,Australia,Lost
Test # 2505 ,49,115,78,7,0,62.82,4,caught,4,The Oval,07-Jun-23,Test,Australia,Lost
Test #2510 ,76,262,182,5,0,41.75,4,caught,2,Roseau,12-Jul-23,Test,West Indies,Win
Test #2513 ,121,272,206,11,0,58.73,4,run out,1,Port of Spain,20-Jul-23,Test,West Indies,Drawn Match
Test #2513 ,,0,0,0,0,0,0,Did Not Bat,0,Port of Spain,20-Jul-23,Test,West Indies,Drawn Match
ODI # 4622,,0,0,0,0,0,0,Did Not Bat,0,Bridgetown,27-Jul-23,ODI,West Indies,Win
 ODI # 4630,4,8,7,1,0,57.14,3,bowled,1,Pallekele,02-Sep-23,ODI,Pakistan,No_Result
 ODI # 4632,,0,0,0,0,0,0,Did Not Bat,0,Pallekele,04-Sep-23,ODI,Nepal,Win
 ODI # 4639,122,147,94,9,3,129.78,3,not out,1,Colombo (RPS),10-Sep-23,ODI,Pakistan,Win
 ODI # 4641,3,12,12,0,0,25,3,caught,1,Colombo (RPS),12-Sep-23,ODI,Sri Lanka,Win
 ODI # 4649,,0,0,0,0,0,0,Did Not Bat,0,Colombo (RPS),17-Sep-23,ODI,Sri Lanka,Win
 ODI # 4657,56,63,61,5,1,91.8,3,caught,2,Rajkot,27-Sep-23,ODI,Australia,Lost
 ODI # 4662,85,171,116,6,0,73.27,3,caught,2,Chennai,08-Oct-23,ODI,Australia,Win
 ODI # 4666,55,64,56,6,0,98.21,3,not out,2,Delhi,11-Oct-23,ODI,Afghanistan,Win
 ODI # 4669,16,31,18,3,0,88.88,3,caught,2,Ahmedabad,14-Oct-23,ODI,Pakistan,Win
 ODI # 4674,103,113,97,6,4,106.18,3,not out,2,Pune,19-Oct-23,ODI,Bangladesh,Win
 ODI # 4678,95,154,104,8,2,91.34,3,caught,2,Dharamsala,22-Oct-23,ODI,New Zealand,Win
 ODI # 4686,0,12,9,0,0,0,3,caught,1,Lucknow,29-Oct-23,ODI,England,Win
 ODI # 4690,88,139,94,11,0,93.61,3,caught,1,Wankhede,02-Nov-23,ODI,Sri Lanka,Win
 ODI # 4694,101,195,121,10,0,83.47,3,not out,1,Eden Gardens,05-Nov-23,ODI,South Africa,Win
 ODI # 4702,51,69,56,5,1,91.07,3,bowled,1,Bengaluru,12-Nov-23,ODI,Netherlands,Win
 ODI # 4703,117,149,113,9,2,103.53,3,caught,1,Wankhede,15-Nov-23,ODI,New Zealand,Win
 ODI # 4705,54,99,63,4,0,85.71,3,bowled,1,Ahmedabad,19-Nov-23,ODI,Australia,Lost
 Test #2520 ,38,96,64,5,0,59.37,4,caught,1,Centurion,26-Dec-23,Test,South Africa,Lost
Test #2520,76,137,82,12,1,92.68,4,caught,3,Centurion,26-Dec-23,Test,South Africa,Lost
Test #2522 ,46,103,59,6,1,77.96,4,caught,2,Cape Town,03-Jan-24,Test,South Africa,Win
Test #2522 ,12,13,11,2,0,109.09,4,caught,4,Cape Town,03-Jan-24,Test,South Africa,Win
T20I # 2431 ,29,20,16,5,0,181.25,3,caught,2,Indore,14-Jan-24,T20I,Afghanistan,Win
T20I # 2435,0,1,1,0,0,0,3,caught,1,Bengaluru,17-Jan-24,T20I,Afghanistan,Tied Match
